Order_ID,Order_Date,Ship_Mode,Customer_Segment,Region,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit,Month,Quarter
ORD-1190,2023-02-27 16:21:13.060884,Standard Class,Home Office,West,Electronics,Tablet,6,725.13,0.0,4350.78,903.33,February,2023Q1
ORD-1191,2023-02-27 23:38:22.919099,Standard Class,Consumer,South,Clothing,Shoes,1,110.2,0.1,99.18,31.7,February,2023Q1
ORD-1192,2023-02-28 06:55:32.777314,Standard Class,Corporate,North,Sports,Cricket Bat,3,172.83,0.0,518.49,79.72,February,2023Q1
ORD-1193,2023-02-28 14:12:42.635529,Standard Class,Corporate,South,Office Supplies,Stapler,2,41.37,0.15,70.33,18.75,February,2023Q1
ORD-1194,2023-02-28 21:29:52.493744,Second Class,Corporate,North,Furniture,Bookshelf,6,504.24,0.25,2269.08,592.09,February,2023Q1
ORD-1195,2023-03-01 04:47:02.351959,Same Day,Consumer,North,Furniture,Filing Cabinet,4,502.4,0.0,2009.6,380.08,March,2023Q1
ORD-1196,2023-03-01 12:04:12.210175,First Class,Consumer,West,Office Supplies,Folders,1,37.48,0.05,35.61,8.86,March,2023Q1
ORD-1197,2023-03-01 19:21:22.068390,First Class,Consumer,South,Clothing,Formal Shirt,1,170.41,0.0,170.41,50.92,March,2023Q1
ORD-1198,2023-03-02 02:38:31.926605,Standard Class,Corporate,East,Clothing,Shoes,6,87.61,0.0,525.66,169.82,March,2023Q1
ORD-1199,2023-03-02 09:55:41.784820,Standard Class,Consumer,East,Clothing,Formal Shirt,1,184.59,0.2,147.67,38.18,March,2023Q1
ORD-1200,2023-03-02 17:12:51.643035,Second Class,Home Office,East,Office Supplies,Folders,2,54.57,0.0,109.14,28.38,March,2023Q1
ORD-1201,2023-03-03 00:30:01.501251,First Class,Consumer,North,Electronics,Monitor,1,398.08,0.05,378.18,63.93,March,2023Q1
ORD-1202,2023-03-03 07:47:11.359466,Standard Class,Corporate,North,Electronics,Smartphone,7,523.24,0.15,3113.28,449.48,March,2023Q1
ORD-1203,2023-03-03 15:04:21.217681,Standard Class,Consumer,East,Clothing,Accessories,5,110.86,0.2,443.44,128.28,March,2023Q1
ORD-1204,2023-03-03 22:21:31.075896,Standard Class,Consumer,West,Office Supplies,Printer Paper,7,31.99,0.05,212.73,74.29,March,2023Q1
ORD-1205,2023-03-04 05:38:40.934111,Second Class,Consumer,North,Electronics,Smartwatch,5,686.32,0.05,3260.02,718.88,March,2023Q1
ORD-1206,2023-03-04 12:55:50.792326,Standard Class,Consumer,North,Electronics,Headphones,1,700.3,0.1,630.27,81.22,March,2023Q1
ORD-1207,2023-03-04 20:13:00.650542,Standard Class,Corporate,South,Office Supplies,Printer Paper,6,80.2,0.25,360.9,112.3,March,2023Q1
ORD-1208,2023-03-05 03:30:10.508757,Standard Class,Home Office,West,Electronics,Headphones,5,291.0,0.1,1309.5,195.3,March,2023Q1
ORD-1209,2023-03-05 10:47:20.366972,Standard Class,Corporate,North,Electronics,Camera,4,659.69,0.05,2506.82,408.15,March,2023Q1
ORD-1210,2023-03-05 18:04:30.225187,First Class,Home Office,South,Office Supplies,Printer Paper,5,30.81,0.0,154.05,54.12,March,2023Q1
ORD-1211,2023-03-06 01:21:40.083402,Standard Class,Home Office,West,Office Supplies,Printer Paper,7,77.48,0.0,542.36,132.64,March,2023Q1
ORD-1212,2023-03-06 08:38:49.941618,Second Class,Corporate,North,Office Supplies,Pens Set,1,31.01,0.05,29.46,9.57,March,2023Q1
ORD-1213,2023-03-06 15:55:59.799833,Second Class,Corporate,North,Electronics,Laptop,6,926.44,0.2,4446.91,874.68,March,2023Q1
ORD-1214,2023-03-06 23:13:09.658048,First Class,Corporate,East,Office Supplies,Stapler,3,77.55,0.15,197.75,75.49,March,2023Q1
ORD-1215,2023-03-07 06:30:19.516263,Standard Class,Consumer,West,Electronics,Laptop,6,635.32,0.25,2858.94,599.57,March,2023Q1
ORD-1216,2023-03-07 13:47:29.374478,Same Day,Corporate,North,Furniture,Sofa,6,365.79,0.05,2085.0,542.27,March,2023Q1
ORD-1217,2023-03-07 21:04:39.232693,Standard Class,Consumer,South,Office Supplies,Pens Set,6,36.41,0.15,185.69,56.76,March,2023Q1
ORD-1218,2023-03-08 04:21:49.090909,Same Day,Corporate,South,Office Supplies,Folders,4,47.95,0.15,163.03,39.72,March,2023Q1
ORD-1219,2023-03-08 11:38:58.949124,First Class,Corporate,South,Clothing,Trousers,2,169.18,0.1,304.52,72.73,March,2023Q1
ORD-1220,2023-03-08 18:56:08.807339,Standard Class,Consumer,East,Office Supplies,Printer Paper,7,92.12,0.0,644.84,199.2,March,2023Q1
ORD-1221,2023-03-09 02:13:18.665554,Standard Class,Consumer,South,Office Supplies,Pens Set,1,27.05,0.05,25.7,8.54,March,2023Q1
ORD-1222,2023-03-09 09:30:28.523769,Standard Class,Home Office,South,Electronics,Monitor,2,697.78,0.15,1186.23,227.32,March,2023Q1
ORD-1223,2023-03-09 16:47:38.381984,Standard Class,Corporate,South,Furniture,Desk,3,490.25,0.0,1470.75,302.98,March,2023Q1
ORD-1224,2023-03-10 00:04:48.240200,Standard Class,Consumer,East,Electronics,Headphones,2,715.5,0.2,1144.8,177.05,March,2023Q1
ORD-1225,2023-03-10 07:21:58.098415,Standard Class,Corporate,East,Electronics,Camera,1,328.81,0.0,328.81,47.4,March,2023Q1
ORD-1226,2023-03-10 14:39:07.956630,Standard Class,Corporate,West,Sports,Cricket Bat,7,113.8,0.1,716.94,160.07,March,2023Q1
ORD-1227,2023-03-10 21:56:17.814845,Standard Class,Corporate,North,Furniture,Bookshelf,7,280.15,0.1,1764.94,422.16,March,2023Q1
ORD-1228,2023-03-11 05:13:27.673060,Standard Class,Home Office,West,Clothing,Jacket,1,164.11,0.1,147.7,41.08,March,2023Q1
ORD-1229,2023-03-11 12:30:37.531276,Standard Class,Corporate,West,Office Supplies,Pens Set,3,60.35,0.05,172.0,47.65,March,2023Q1
ORD-1230,2023-03-11 19:47:47.389491,Standard Class,Consumer,South,Clothing,Accessories,1,117.21,0.2,93.77,20.1,March,2023Q1
ORD-1231,2023-03-12 03:04:57.247706,Standard Class,Corporate,South,Office Supplies,Printer Paper,3,94.31,0.1,254.64,88.3,March,2023Q1
ORD-1232,2023-03-12 10:22:07.105921,Standard Class,Home Office,South,Office Supplies,Stapler,3,72.87,0.0,218.61,76.35,March,2023Q1
ORD-1233,2023-03-12 17:39:16.964136,Standard Class,Consumer,North,Furniture,Filing Cabinet,1,570.6,0.1,513.54,109.97,March,2023Q1
ORD-1234,2023-03-13 00:56:26.822351,First Class,Consumer,South,Electronics,Smartphone,5,598.69,0.0,2993.45,575.0,March,2023Q1
ORD-1235,2023-03-13 08:13:36.680567,Standard Class,Consumer,North,Office Supplies,Folders,7,37.76,0.0,264.32,73.28,March,2023Q1
ORD-1236,2023-03-13 15:30:46.538782,Standard Class,Corporate,North,Electronics,Monitor,3,939.55,0.0,2818.65,568.83,March,2023Q1
ORD-1237,2023-03-13 22:47:56.396997,Standard Class,Corporate,West,Electronics,Laptop,1,600.27,0.15,510.23,110.34,March,2023Q1
ORD-1238,2023-03-14 06:05:06.255212,First Class,Corporate,South,Office Supplies,Stapler,5,40.08,0.05,190.38,63.56,March,2023Q1
ORD-1239,2023-03-14 13:22:16.113427,First Class,Home Office,West,Electronics,Smartphone,7,487.72,0.1,3072.64,557.25,March,2023Q1
ORD-1240,2023-03-14 20:39:25.971643,First Class,Corporate,East,Sports,Yoga Mat,3,81.75,0.0,245.25,47.83,March,2023Q1
ORD-1241,2023-03-15 03:56:35.829858,Second Class,Consumer,West,Sports,Cricket Bat,7,161.91,0.0,1133.37,246.03,March,2023Q1
ORD-1242,2023-03-15 11:13:45.688073,Standard Class,Consumer,East,Sports,Yoga Mat,5,235.8,0.2,943.2,208.99,March,2023Q1
ORD-1243,2023-03-15 18:30:55.546288,Standard Class,Consumer,North,Furniture,Desk,7,586.24,0.1,3693.31,841.16,March,2023Q1
ORD-1244,2023-03-16 01:48:05.404503,Standard Class,Consumer,East,Electronics,Monitor,4,941.47,0.2,3012.7,582.94,March,2023Q1
ORD-1245,2023-03-16 09:05:15.262718,First Class,Corporate,North,Sports,Cycle,6,96.04,0.0,576.24,87.35,March,2023Q1
ORD-1246,2023-03-16 16:22:25.120934,Second Class,Home Office,South,Furniture,Filing Cabinet,4,339.16,0.0,1356.64,379.36,March,2023Q1
ORD-1247,2023-03-16 23:39:34.979149,Second Class,Consumer,West,Sports,Cycle,5,77.42,0.15,329.04,77.29,March,2023Q1
ORD-1248,2023-03-17 06:56:44.837364,Standard Class,Corporate,North,Sports,Gym Equipment,3,236.19,0.1,637.71,117.89,March,2023Q1
ORD-1249,2023-03-17 14:13:54.695579,First Class,Corporate,South,Clothing,Shoes,1,99.79,0.0,99.79,25.89,March,2023Q1
ORD-1250,2023-03-17 21:31:04.553794,Standard Class,Consumer,East,Electronics,Smartwatch,2,724.4,0.0,1448.8,189.95,March,2023Q1
ORD-1251,2023-03-18 04:48:14.412010,Standard Class,Consumer,West,Furniture,Office Chair,1,488.27,0.15,415.03,66.17,March,2023Q1
ORD-1252,2023-03-18 12:05:24.270225,Standard Class,Consumer,East,Clothing,Shoes,7,109.46,0.05,727.91,154.77,March,2023Q1
ORD-1253,2023-03-18 19:22:34.128440,Standard Class,Consumer,North,Furniture,Desk,2,305.29,0.1,549.52,134.65,March,2023Q1
ORD-1254,2023-03-19 02:39:43.986655,Standard Class,Home Office,East,Electronics,Monitor,2,962.79,0.0,1925.58,419.84,March,2023Q1
ORD-1255,2023-03-19 09:56:53.844870,First Class,Consumer,South,Office Supplies,Notebooks,7,96.44,0.0,675.08,209.72,March,2023Q1
ORD-1256,2023-03-19 17:14:03.703085,Standard Class,Consumer,East,Sports,Football,7,127.57,0.25,669.74,136.53,March,2023Q1
ORD-1257,2023-03-20 00:31:13.561301,Standard Class,Corporate,West,Office Supplies,Notebooks,3,61.53,0.0,184.59,52.13,March,2023Q1
ORD-1258,2023-03-20 07:48:23.419516,Standard Class,Home Office,East,Office Supplies,Notebooks,5,97.04,0.05,460.94,110.21,March,2023Q1
ORD-1259,2023-03-20 15:05:33.277731,Standard Class,Consumer,West,Electronics,Headphones,1,273.51,0.15,232.48,32.26,March,2023Q1
ORD-1260,2023-03-20 22:22:43.135946,First Class,Consumer,North,Office Supplies,Pens Set,5,56.71,0.0,283.55,98.37,March,2023Q1
ORD-1261,2023-03-21 05:39:52.994161,Second Class,Consumer,East,Sports,Football,4,91.29,0.05,346.9,87.18,March,2023Q1
ORD-1262,2023-03-21 12:57:02.852376,Second Class,Consumer,West,Electronics,Smartwatch,3,636.59,0.1,1718.79,301.64,March,2023Q1
ORD-1263,2023-03-21 20:14:12.710592,First Class,Consumer,North,Office Supplies,Folders,3,28.78,0.05,82.02,26.96,March,2023Q1
ORD-1264,2023-03-22 03:31:22.568807,Second Class,Corporate,West,Clothing,Formal Shirt,4,106.34,0.05,404.09,126.14,March,2023Q1
ORD-1265,2023-03-22 10:48:32.427022,Standard Class,Consumer,North,Office Supplies,Printer Paper,1,42.89,0.0,42.89,9.7,March,2023Q1
ORD-1266,2023-03-22 18:05:42.285237,Second Class,Consumer,East,Office Supplies,Printer Paper,6,65.4,0.05,372.78,129.98,March,2023Q1
ORD-1267,2023-03-23 01:22:52.143452,Standard Class,Corporate,West,Office Supplies,Folders,4,98.71,0.1,355.36,114.08,March,2023Q1
ORD-1268,2023-03-23 08:40:02.001668,Standard Class,Consumer,East,Furniture,Bookshelf,1,526.64,0.1,473.98,110.45,March,2023Q1
ORD-1269,2023-03-23 15:57:11.859883,Standard Class,Consumer,North,Electronics,Smartphone,2,878.86,0.0,1757.72,277.01,March,2023Q1
ORD-1270,2023-03-23 23:14:21.718098,Second Class,Consumer,East,Clothing,Jacket,7,137.4,0.1,865.62,240.28,March,2023Q1
ORD-1271,2023-03-24 06:31:31.576313,Second Class,Home Office,East,Clothing,Trousers,3,56.65,0.2,135.96,40.0,March,2023Q1
ORD-1272,2023-03-24 13:48:41.434528,Standard Class,Consumer,West,Clothing,Accessories,1,79.12,0.05,75.16,14.43,March,2023Q1
ORD-1273,2023-03-24 21:05:51.292743,Second Class,Home Office,South,Sports,Cricket Bat,5,249.61,0.1,1123.25,229.17,March,2023Q1
ORD-1274,2023-03-25 04:23:01.150959,First Class,Corporate,South,Office Supplies,Printer Paper,7,53.36,0.05,354.84,80.98,March,2023Q1
ORD-1275,2023-03-25 11:40:11.009174,Standard Class,Consumer,East,Office Supplies,Notebooks,5,34.46,0.15,146.46,53.76,March,2023Q1
ORD-1276,2023-03-25 18:57:20.867389,Standard Class,Home Office,South,Clothing,Formal Shirt,7,146.53,0.2,820.57,206.08,March,2023Q1
ORD-1277,2023-03-26 02:14:30.725604,Second Class,Consumer,East,Office Supplies,Folders,3,48.56,0.0,145.68,51.78,March,2023Q1
ORD-1278,2023-03-26 09:31:40.583819,Standard Class,Consumer,East,Office Supplies,Printer Paper,4,46.36,0.05,176.17,48.67,March,2023Q1
ORD-1279,2023-03-26 16:48:50.442035,Second Class,Corporate,West,Clothing,Jacket,6,186.72,0.0,1120.32,217.08,March,2023Q1
ORD-1280,2023-03-27 00:06:00.300250,Standard Class,Corporate,East,Clothing,Shoes,4,167.71,0.05,637.3,115.49,March,2023Q1
ORD-1281,2023-03-27 07:23:10.158465,Standard Class,Corporate,East,Furniture,Office Chair,1,350.76,0.0,350.76,67.05,March,2023Q1
ORD-1282,2023-03-27 14:40:20.016680,Second Class,Consumer,North,Furniture,Office Chair,4,607.16,0.15,2064.34,384.46,March,2023Q1
ORD-1283,2023-03-27 21:57:29.874895,Second Class,Consumer,North,Electronics,Camera,3,738.08,0.0,2214.24,413.0,March,2023Q1
ORD-1284,2023-03-28 05:14:39.733110,First Class,Corporate,North,Office Supplies,Printer Paper,1,80.43,0.05,76.41,16.35,March,2023Q1
ORD-1285,2023-03-28 12:31:49.591326,First Class,Consumer,North,Electronics,Headphones,2,292.69,0.1,526.84,96.0,March,2023Q1
ORD-1286,2023-03-28 19:48:59.449541,Second Class,Consumer,East,Furniture,Office Chair,4,222.48,0.0,889.92,183.07,March,2023Q1
ORD-1287,2023-03-29 03:06:09.307756,Second Class,Consumer,East,Office Supplies,Stapler,4,72.58,0.2,232.26,72.9,March,2023Q1
ORD-1288,2023-03-29 10:23:19.165971,Standard Class,Consumer,East,Electronics,Smartwatch,6,917.3,0.15,4678.23,944.35,March,2023Q1
ORD-1289,2023-03-29 17:40:29.024186,Standard Class,Home Office,West,Office Supplies,Folders,1,71.91,0.05,68.31,22.14,March,2023Q1
ORD-1290,2023-03-30 00:57:38.882402,Standard Class,Consumer,West,Electronics,Headphones,5,366.5,0.05,1740.88,404.48,March,2023Q1
ORD-1291,2023-03-30 08:14:48.740617,First Class,Home Office,West,Electronics,Smartwatch,4,353.35,0.0,1413.4,199.19,March,2023Q1
ORD-1292,2023-03-30 15:31:58.598832,Standard Class,Consumer,East,Clothing,Formal Shirt,3,165.81,0.1,447.69,107.2,March,2023Q1
ORD-1293,2023-03-30 22:49:08.457047,Standard Class,Corporate,East,Furniture,Office Chair,4,230.41,0.0,921.64,193.62,March,2023Q1
ORD-1294,2023-03-31 06:06:18.315262,Standard Class,Consumer,South,Electronics,Headphones,6,644.57,0.1,3480.68,595.34,March,2023Q1
ORD-1295,2023-03-31 13:23:28.173477,Second Class,Consumer,North,Office Supplies,Printer Paper,2,29.67,0.15,50.44,16.62,March,2023Q1
ORD-1296,2023-03-31 20:40:38.031693,First Class,Consumer,South,Clothing,Shoes,6,61.97,0.0,371.82,92.39,March,2023Q1
ORD-1297,2023-04-01 03:57:47.889908,Standard Class,Consumer,West,Electronics,Tablet,4,754.09,0.15,2563.91,466.33,April,2023Q2
ORD-1298,2023-04-01 11:14:57.748123,First Class,Corporate,West,Office Supplies,Folders,5,76.62,0.0,383.1,110.27,April,2023Q2
ORD-1299,2023-04-01 18:32:07.606338,Standard Class,Home Office,North,Electronics,Headphones,7,515.86,0.2,2888.82,673.39,April,2023Q2
ORD-1300,2023-04-02 01:49:17.464553,Standard Class,Corporate,South,Electronics,Smartphone,4,425.24,0.0,1700.96,384.72,April,2023Q2
ORD-1301,2023-04-02 09:06:27.322768,First Class,Consumer,West,Office Supplies,Pens Set,1,85.59,0.1,77.03,20.44,April,2023Q2
ORD-1302,2023-04-02 16:23:37.180984,Standard Class,Consumer,North,Office Supplies,Notebooks,4,42.63,0.0,170.52,39.23,April,2023Q2
ORD-1303,2023-04-02 23:40:47.039199,Same Day,Consumer,South,Office Supplies,Folders,5,66.03,0.15,280.63,101.35,April,2023Q2
ORD-1304,2023-04-03 06:57:56.897414,Standard Class,Corporate,West,Office Supplies,Printer Paper,1,96.71,0.05,91.87,35.78,April,2023Q2
ORD-1305,2023-04-03 14:15:06.755629,Standard Class,Corporate,South,Sports,Cricket Bat,3,100.39,0.0,301.17,52.74,April,2023Q2
ORD-1306,2023-04-03 21:32:16.613844,First Class,Home Office,North,Office Supplies,Folders,1,94.74,0.05,90.0,24.7,April,2023Q2
ORD-1307,2023-04-04 04:49:26.472060,Standard Class,Consumer,East,Furniture,Office Chair,6,249.94,0.05,1424.66,396.48,April,2023Q2
ORD-1308,2023-04-04 12:06:36.330275,Same Day,Corporate,West,Clothing,Jacket,2,128.17,0.1,230.71,64.98,April,2023Q2
ORD-1309,2023-04-04 19:23:46.188490,Same Day,Consumer,East,Electronics,Camera,6,541.45,0.2,2598.96,410.45,April,2023Q2
ORD-1310,2023-04-05 02:40:56.046705,Standard Class,Corporate,North,Furniture,Filing Cabinet,7,600.29,0.05,3991.93,920.93,April,2023Q2
ORD-1311,2023-04-05 09:58:05.904920,Standard Class,Corporate,South,Electronics,Smartwatch,1,466.95,0.0,466.95,106.45,April,2023Q2
ORD-1312,2023-04-05 17:15:15.763135,Standard Class,Corporate,South,Electronics,Tablet,3,557.75,0.0,1673.25,357.53,April,2023Q2
ORD-1313,2023-04-06 00:32:25.621351,Standard Class,Corporate,East,Sports,Cycle,4,260.71,0.05,990.7,226.89,April,2023Q2
ORD-1314,2023-04-06 07:49:35.479566,Standard Class,Consumer,East,Clothing,Formal Shirt,1,123.96,0.05,117.76,33.63,April,2023Q2
ORD-1315,2023-04-06 15:06:45.337781,Standard Class,Corporate,North,Office Supplies,Notebooks,6,63.19,0.0,379.14,91.77,April,2023Q2
ORD-1316,2023-04-06 22:23:55.195996,Standard Class,Consumer,West,Furniture,Bookshelf,1,283.48,0.0,283.48,74.51,April,2023Q2
ORD-1317,2023-04-07 05:41:05.054211,Standard Class,Corporate,North,Electronics,Camera,1,774.98,0.05,736.23,114.72,April,2023Q2
ORD-1318,2023-04-07 12:58:14.912427,Same Day,Consumer,South,Electronics,Headphones,1,280.35,0.25,210.26,47.62,April,2023Q2
ORD-1319,2023-04-07 20:15:24.770642,First Class,Corporate,North,Electronics,Smartphone,3,305.65,0.0,916.95,151.65,April,2023Q2
ORD-1320,2023-04-08 03:32:34.628857,Second Class,Home Office,South,Office Supplies,Printer Paper,5,70.15,0.05,333.21,121.41,April,2023Q2
ORD-1321,2023-04-08 10:49:44.487072,Standard Class,Home Office,East,Office Supplies,Folders,5,51.6,0.1,232.2,59.89,April,2023Q2
ORD-1322,2023-04-08 18:06:54.345287,First Class,Corporate,East,Office Supplies,Pens Set,1,95.64,0.1,86.08,26.05,April,2023Q2
ORD-1323,2023-04-09 01:24:04.203502,Standard Class,Corporate,North,Electronics,Tablet,3,920.3,0.0,2760.9,379.74,April,2023Q2
ORD-1324,2023-04-09 08:41:14.061718,Second Class,Corporate,East,Sports,Football,3,209.03,0.1,564.38,123.72,April,2023Q2
ORD-1325,2023-04-09 15:58:23.919933,Same Day,Corporate,North,Office Supplies,Pens Set,7,85.91,0.15,511.16,184.27,April,2023Q2
ORD-1326,2023-04-09 23:15:33.778148,Standard Class,Home Office,East,Office Supplies,Notebooks,1,75.05,0.0,75.05,25.47,April,2023Q2
ORD-1327,2023-04-10 06:32:43.636363,Second Class,Consumer,West,Office Supplies,Pens Set,6,36.04,0.05,205.43,62.49,April,2023Q2
ORD-1328,2023-04-10 13:49:53.494578,First Class,Home Office,South,Furniture,Filing Cabinet,6,510.96,0.0,3065.76,490.38,April,2023Q2
ORD-1329,2023-04-10 21:07:03.352793,First Class,Home Office,East,Electronics,Laptop,2,421.34,0.0,842.68,191.13,April,2023Q2
ORD-1330,2023-04-11 04:24:13.211009,Second Class,Corporate,South,Furniture,Bookshelf,1,312.9,0.05,297.25,73.46,April,2023Q2
ORD-1331,2023-04-11 11:41:23.069224,Standard Class,Consumer,North,Clothing,Trousers,2,162.42,0.1,292.36,83.87,April,2023Q2
ORD-1332,2023-04-11 18:58:32.927439,Standard Class,Consumer,South,Electronics,Monitor,6,656.3,0.0,3937.8,834.13,April,2023Q2
ORD-1333,2023-04-12 02:15:42.785654,Standard Class,Home Office,East,Electronics,Headphones,6,889.16,0.05,5068.21,1047.88,April,2023Q2
ORD-1334,2023-04-12 09:32:52.643869,Second Class,Consumer,East,Electronics,Camera,1,423.39,0.05,402.22,69.84,April,2023Q2
ORD-1335,2023-04-12 16:50:02.502085,Standard Class,Home Office,North,Electronics,Headphones,2,707.6,0.05,1344.44,275.92,April,2023Q2
ORD-1336,2023-04-13 00:07:12.360300,First Class,Consumer,West,Clothing,Accessories,2,62.4,0.1,112.32,30.19,April,2023Q2
ORD-1337,2023-04-13 07:24:22.218515,Standard Class,Consumer,East,Office Supplies,Printer Paper,1,73.3,0.0,73.3,26.66,April,2023Q2
ORD-1338,2023-04-13 14:41:32.076730,Standard Class,Home Office,West,Furniture,Desk,7,509.62,0.2,2853.87,741.79,April,2023Q2
ORD-1339,2023-04-13 21:58:41.934945,Standard Class,Corporate,East,Electronics,Smartphone,2,691.15,0.05,1313.18,171.33,April,2023Q2
ORD-1340,2023-04-14 05:15:51.793160,Second Class,Corporate,East,Furniture,Sofa,7,287.27,0.05,1910.35,389.74,April,2023Q2
ORD-1341,2023-04-14 12:33:01.651376,Standard Class,Corporate,North,Furniture,Desk,4,182.04,0.15,618.94,98.15,April,2023Q2
ORD-1342,2023-04-14 19:50:11.509591,Standard Class,Consumer,North,Electronics,Smartwatch,6,356.0,0.0,2136.0,292.68,April,2023Q2
ORD-1343,2023-04-15 03:07:21.367806,Standard Class,Corporate,West,Furniture,Office Chair,5,446.79,0.0,2233.95,521.37,April,2023Q2
ORD-1344,2023-04-15 10:24:31.226021,Standard Class,Consumer,North,Furniture,Filing Cabinet,7,586.62,0.1,3695.71,995.42,April,2023Q2
ORD-1345,2023-04-15 17:41:41.084236,Standard Class,Home Office,West,Office Supplies,Folders,7,41.87,0.05,278.44,64.48,April,2023Q2
ORD-1346,2023-04-16 00:58:50.942452,First Class,Home Office,East,Office Supplies,Pens Set,7,79.92,0.2,447.55,130.32,April,2023Q2
ORD-1347,2023-04-16 08:16:00.800667,Standard Class,Consumer,North,Electronics,Laptop,3,893.84,0.25,2011.14,451.25,April,2023Q2
ORD-1348,2023-04-16 15:33:10.658882,Standard Class,Corporate,North,Furniture,Desk,2,401.36,0.0,802.72,209.9,April,2023Q2
ORD-1349,2023-04-16 22:50:20.517097,First Class,Corporate,North,Office Supplies,Stapler,2,75.19,0.05,142.86,43.36,April,2023Q2
ORD-1350,2023-04-17 06:07:30.375312,Same Day,Consumer,West,Office Supplies,Pens Set,3,85.68,0.05,244.19,85.19,April,2023Q2
ORD-1351,2023-04-17 13:24:40.233527,Second Class,Home Office,South,Clothing,Trousers,2,86.45,0.0,172.9,43.81,April,2023Q2
ORD-1352,2023-04-17 20:41:50.091743,Standard Class,Consumer,South,Office Supplies,Pens Set,3,48.38,0.15,123.37,29.42,April,2023Q2
ORD-1353,2023-04-18 03:58:59.949958,First Class,Consumer,South,Electronics,Laptop,7,270.45,0.1,1703.83,237.64,April,2023Q2
ORD-1354,2023-04-18 11:16:09.808173,Same Day,Corporate,North,Electronics,Smartphone,1,963.43,0.05,915.26,133.94,April,2023Q2
ORD-1355,2023-04-18 18:33:19.666388,Second Class,Corporate,South,Office Supplies,Notebooks,4,93.06,0.0,372.24,101.68,April,2023Q2
ORD-1356,2023-04-19 01:50:29.524603,Standard Class,Corporate,North,Electronics,Headphones,7,820.49,0.0,5743.43,1300.87,April,2023Q2
ORD-1357,2023-04-19 09:07:39.382819,Standard Class,Corporate,West,Office Supplies,Stapler,4,32.69,0.0,130.76,46.28,April,2023Q2
ORD-1358,2023-04-19 16:24:49.241034,Second Class,Corporate,South,Sports,Gym Equipment,6,157.92,0.15,805.39,154.58,April,2023Q2
ORD-1359,2023-04-19 23:41:59.099249,Standard Class,Corporate,South,Office Supplies,Printer Paper,7,34.34,0.0,240.38,71.81,April,2023Q2
ORD-1360,2023-04-20 06:59:08.957464,Standard Class,Consumer,South,Furniture,Office Chair,5,175.13,0.15,744.3,140.72,April,2023Q2
ORD-1361,2023-04-20 14:16:18.815679,First Class,Consumer,South,Office Supplies,Notebooks,2,71.37,0.1,128.47,43.27,April,2023Q2
ORD-1362,2023-04-20 21:33:28.673894,Second Class,Consumer,West,Furniture,Bookshelf,5,598.45,0.1,2693.02,700.09,April,2023Q2
ORD-1363,2023-04-21 04:50:38.532110,Standard Class,Consumer,East,Office Supplies,Folders,1,92.01,0.05,87.41,22.11,April,2023Q2
ORD-1364,2023-04-21 12:07:48.390325,Second Class,Corporate,North,Sports,Cycle,4,205.78,0.1,740.81,107.43,April,2023Q2
ORD-1365,2023-04-21 19:24:58.248540,Standard Class,Consumer,East,Furniture,Office Chair,7,211.29,0.1,1331.13,314.62,April,2023Q2
ORD-1366,2023-04-22 02:42:08.106755,Standard Class,Consumer,North,Sports,Cricket Bat,1,124.64,0.1,112.18,23.28,April,2023Q2
ORD-1367,2023-04-22 09:59:17.964970,Second Class,Consumer,North,Sports,Yoga Mat,1,133.45,0.05,126.78,23.87,April,2023Q2
ORD-1368,2023-04-22 17:16:27.823185,Standard Class,Home Office,West,Electronics,Smartphone,2,819.47,0.05,1556.99,304.45,April,2023Q2
ORD-1369,2023-04-23 00:33:37.681401,Standard Class,Home Office,East,Electronics,Smartphone,1,847.62,0.1,762.86,141.48,April,2023Q2
ORD-1370,2023-04-23 07:50:47.539616,Same Day,Corporate,West,Electronics,Camera,7,547.28,0.0,3830.96,586.38,April,2023Q2
ORD-1371,2023-04-23 15:07:57.397831,Standard Class,Home Office,South,Electronics,Monitor,7,570.88,0.05,3796.35,641.41,April,2023Q2
ORD-1372,2023-04-23 22:25:07.256046,Standard Class,Corporate,East,Electronics,Laptop,4,302.05,0.25,906.15,156.07,April,2023Q2
ORD-1373,2023-04-24 05:42:17.114261,Same Day,Corporate,North,Office Supplies,Notebooks,7,47.82,0.0,334.74,123.33,April,2023Q2
ORD-1374,2023-04-24 12:59:26.972477,Second Class,Consumer,North,Electronics,Laptop,5,594.93,0.0,2974.65,683.51,April,2023Q2
ORD-1375,2023-04-24 20:16:36.830692,Second Class,Corporate,West,Furniture,Office Chair,4,220.41,0.0,881.64,239.7,April,2023Q2
ORD-1376,2023-04-25 03:33:46.688907,First Class,Corporate,South,Clothing,Accessories,2,112.64,0.1,202.75,57.35,April,2023Q2
ORD-1377,2023-04-25 10:50:56.547122,Standard Class,Corporate,West,Electronics,Laptop,4,884.29,0.0,3537.16,669.16,April,2023Q2
ORD-1378,2023-04-25 18:08:06.405337,Second Class,Corporate,East,Clothing,Accessories,3,130.06,0.1,351.16,97.76,April,2023Q2
ORD-1379,2023-04-26 01:25:16.263552,Standard Class,Corporate,North,Electronics,Smartwatch,5,326.83,0.0,1634.15,371.64,April,2023Q2
